,word,count,pages,contexts,chapters
10,year,22,"{193, 162, 3, 132, 5, 239, 117, 213, 23, 250}","['summer of that year we lived in ', 'fell early that year and we saw ', 'army the next year there were many ', 'over for that year up the river ', 'left for next year my friend saw ', 'was killed last year im awfully sorry ', 'far side the year before because there ', 'would take a year to get any ', 'for combat next year would be a ', 'be a bad year or a good ', 'or a good year maybe the italians ', 'normal school this year he was a ', 'over for the year down here and ', 'cooked in another year he said we ', 'i was next year will be worse ', 'spring of that year we came into ', 'looked perhaps a year younger aymo put ', 'now and one year they had cut ', 'open all the year i started in ', 'this time of year you catch some ', 'go yet next year theyll call my ', 'very late this year yes could i ']","{1, 2, 33, 34, 5, 19, 20, 24, 27, 30}"
11,lived,17,"{3, 4, 5, 10, 235, 299, 301, 112, 188, 246, 282, 283, 124}","['that year we lived in a house ', 'the king he lived in udine and ', 'in august and lived in a house ', 'military way people lived on in it ', 'front we still lived in that town ', 'found we still lived in the same ', 'where the nurses lived and i went ', 'die and he lived happily in milan ', 'house where he lived i said i ', 'where i had lived with rinaldi it ', 'studying singing simmons lived a long way ', 'way you havent lived like a criminal ', 'very late we lived in a brown ', 'house where we lived the mountain went ', 'and mrs guttingen lived downstairs and we ', 'fine life we lived through the months ', 'where we had lived you could not ']","{32, 1, 2, 3, 34, 37, 38, 18, 19, 27}"
12,house,42,"{3, 5, 6, 10, 141, 16, 274, 282, 283, 30, 49, 180, 182, 185, 186, 197, 199, 212, 94, 95, 96, 119}","['lived in a house in a village ', 'went by the house and down the ', 'lived in a house in gorizia that ', 'side of the house now the fighting ', 'nice and our house was very fine ', 'of the bawdy house the house for ', 'bawdy house the house for officers where ', 'in the same house and that it ', 'back to the house and drank another ', 'evening to the house for officers where ', 'guard outside his house with a bayonet ', 'sisters in the house they hang you ', 'man said the house doctor with the ', 'please nurse the house doctor said to ', 'clean said the house doctor very clean ', 'looked over the house doctors shoulder please ', 'captain certainly the house doctor said two ', 'joking said the house doctor he patted ', 'please ask the house doctor to come ', 'piacenzas the toughest house to sing in ', 'a tough little house to sing this ', 'about it the house surgeon said look ', 'leave our fine house so do i ', 'the town majors house the driver handed ', 'cellar of the house where he lived ', 'beside the broken house where the post ', 'from the officers house had left early ', 'much at that house anyway the government ', 'the farmyard the house was low and ', 'looking through the house the girls were ', 'went in the house and came back ', 'went in the house come on aymo ', 'into any deserted house they looked after ', 'low solid stone house and the ironwork ', 'built against the house there was a ', 'door of the house was open and ', 'the old custom house in the custom ', 'in the custom house a lieutenant very ', 'of the custom house holding our passports ', 'a brown wooden house in the pine ', 'front of the house where we lived ', 'porch of the house in the sun ']","{1, 2, 3, 4, 37, 6, 9, 15, 19, 21, 26, 27, 28, 30}"
13,village,10,"{3, 141, 271, 274, 276, 183}","['house in a village that looked across ', 'or a native village we drove slowly ', 'is a nice village at pallanza and ', 'in a wrecked village the lines were ', 'field behind the village and the shells ', 'way was a village with stone houses ', 'waterfront of the village we must be ', 'walk through the village then went down ', 'started into the village to order a ', 'guard into the village we drove to ']","{37, 1, 27, 21}"
14,looked,232,"{3, 6, 9, 10, 11, 12, 15, 16, 19, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 37, 41, 43, 44, 45, 51, 52, 56, 57, 58, 61, 64, 68, 70, 71, 72, 81, 82, 83, 85, 88, 89, 90, 94, 95, 96, 101, 104, 109, 111, 117, 119, 127, 128, 140, 146, 147, 148, 151, 155, 157, 158, 160, 161, 163, 164, 166, 167, 168, 170, 171, 174, 179, 185, 188, 189, 192, 193, 195, 197, 198, 199, 200, 201, 202, 203, 204, 207, 209, 211, 212, 213, 214, 218, 220, 222, 224, 226, 227, 232, 237, 238, 239, 240, 241, 242, 243, 248, 250, 251, 253, 259, 261, 262, 268, 269, 271, 272, 273, 283, 285, 288, 289, 296, 301, 304, 307, 308, 310, 312, 313, 317, 318, 320, 321, 323}","['a village that looked across the river ', 'attention the priest looked up he saw ', 'finger games he looked at the priest ', 'that it all looked the same as ', 'was spring i looked in the door ', 'the lieutenant rinaldi looked out on the ', 'a towel i looked around the room ', 'the window and looked out the gravel ', 'bigger as i looked out at the ', 'the shed and looked at each of ', 'others dusty i looked at the tires ', 'bench and i looked at her you ', 'of it we looked at rinaldi talking ', 'you see rinaldi looked at me blankly ', 'and dirty i looked across the wire ', 'the austrians it looked as though it ', 'yet finished it looked wide and well ', 'and the turns looked very impressive where ', 'all right we looked at each other ', 'very beautiful i looked at her you ', 'dont mind i looked in her eyes ', 'wont you she looked up at me ', 'his bed he looked at me so ', 'business still bronzes looked like something but ', 'marble busts all looked like a cemetery ', 'of some sort looked at me disapprovingly ', 'desk while i looked at the marble ', 'me but she looked very lovely good-evening ', 'back now she looked at me and ', 'asked no she looked down at the ', 'and tired some looked pretty bad a ', 'the matter he looked at me then ', 'general but he looked like a man ', 'be king he looked like a king ', 'and clear i looked back and saw ', 'all right i looked back and saw ', 'the tops i looked back and saw ', 'ridge and i looked to the north ', 'snow mountains that looked chalky white and ', 'of cognac i looked at the board ', 'back again i looked outside it was ', 'had carried it looked in bring him ', 'down and i looked at my leg ', 'by gordini who looked very white and ', 'the little major looked at us furious ', 'came around and looked in ill take ', 'the car and looked in through the ', 'poor head i looked at your papers ', 'for rinaldi and looked out of the ', 'noticed his face looked very tired i ', 'hand and we looked at one another ', 'his head and looked out of the ', 'not know he looked out of the ', 'i understand he looked at me and ', 'porter the porter looked worried the elevator ', 'her hair and looked at me near-sightedly ', 'his hand and looked at the elderly ', 'them up and looked at them through ', 'i woke i looked around there was ', 'door open and looked and it was ', 'a nurse she looked young and pretty ', 'sunlight and i looked out on a ', 'and chimneys i looked out over the ', 'i lay and looked out the open ', 'me and i looked out the window ', 'me and i looked down at them ', 'gage and she looked a little older ', 'are everywhere i looked up at him ', 'the hallway i looked toward the door ', 'she said she looked fresh and young ', 'of me she looked toward the door ', 'and we both looked thats your right ', 'the dressings i looked down at the ', 'the third doctor looked over the house ', 'the first captain looked at his watch ', 'breakfast outdoors i looked out the open ', 'will you she looked at me very ', 'long miss gage looked at me im ', 'meal while we looked at the people ', 'so good it looked as though the ', 'was fat and looked shopworn around the ', 'to saddle we looked him up in ', 'i thought he looked suspicious we all ', 'the horses they looked very small way ', 'i thought he looked seedy they told ', 'three years i looked forward very childishly ', 'miss miss gage looked they had me ', 'the window she looked saw me and ', 'the square and looked back at the ', 'were lighted we looked in a window ', 'the sidewalk catherine looked in the window ', 'window the woman looked out and bowed ', 'the window and looked out then pulled ', 'curtain aside and looked out i had ', 'i said i looked out the window ', 'girl again i looked over at the ', 'side room and looked out the window ', 'the archway i looked there were only ', 'the compartment all looked at us when ', 'the shoulder i looked around it was ', 'jaw he had looked through the glass ', 'place other men looked in through the ', 'sat down he looked at me his ', 'road and i looked at the country ', 'are you he looked older and drier ', 'came in he looked just the same ', 'surgeons hands i looked at the top ', 'them too he looked at the floor ', 'am working he looked at the floor ', 'your defects rinaldi looked up and laughed ', 'much he had looked tired when he ', 'trouble the priest looked at me and ', 'said the priest looked up from the ', 'whole business he looked defiantly around the ', 'at him rinaldi looked at the priest ', 'the door and looked out it had ', 'foot long it looked like babbitting metal ', 'crying the others looked interestedly out at ', 'the window and looked out it was ', 'bonello said he looked to see how ', 'raining hard i looked at my watch ', 'here the girl looked at me fiercely ', 'the girl who looked at me said ', 'and dark and looked about sixteen sorella ', 'the sister never looked up she looked ', 'looked up she looked perhaps a year ', 'worry the girl looked at him fiercely ', 'all her eyes looked at him very ', 'i said i looked at my watch ', 'road the fields looked too wet and ', 'and they all looked much alike now ', 'was deserted i looked back down the ', 'i said he looked at me went ', 'deserted house they looked after us they ', 'said the sergeants looked at him they ', 'i said they looked at each other ', 'i said he looked at it regretfully ', 'narrow road i looked back at the ', 'the two sergeants looked at the car ', 'he said he looked toward the sergeant ', 'i said i looked down the road ', 'the shooting i looked back up the ', 'meet people they looked at me i ', 'the road they looked back as though ', 'the field piani looked back too theyll ', 'little the bridge looked long and solid ', 'the bridge i looked back just up ', 'the road i looked over the edge ', 'the embankment i looked back aymo lay ', 'his face he looked very dead it ', 'were empty i looked around but i ', 'the other window looked out on the ', 'the road i looked down in the ', 'i asked piani looked at me he ', 'the sausage piani looked at me in ', 'the hay and looked out the narrow ', 'dark the flood looked high the water ', 'just ahead i looked over the side ', 'be questioned i looked at the man ', 'his regiment i looked at the carabinieri ', 'one hand i looked at the bank ', 'and when i looked up the bank ', 'larger slowly i looked at the guard ', 'passed him he looked at me he ', 'contemptuously and he looked away he thought ', 'the rain i looked up and ahead ', 'i lay and looked at the guns ', 'bread the proprietor looked at me you ', 'believe him they looked drunk tell me ', 'or not i looked out of the ', 'the compartment and looked out the window ', 'and light and looked out on the ', 'potato chips and looked at myself in ', 'lighted up she looked too happy to ', 'for me catherine looked at me all ', 'gotten into she looked at me i ', 'she sobbed then looked at catherine and ', 'up there it looked like a trout ', 'jerks forward stresa looked very deserted from ', 'revolving while i looked at the dark ', 'his niece who looked a little like ', 'with him i looked at my watch ', 'the glass i looked strange to myself ', 'catherine asked she looked lovely in the ', 'serious matter i looked around the room ', 'and then i looked away because she ', 'pipe-tobacco once i looked out the open ', 'his desk he looked surprised at seeing ', 'sheds water he looked at it doubtfully ', 'the oar you looked so funny holding ', 'awfully funny you looked about twenty feet ', 'teeth ache i looked toward the shore ', 'all right what looked like a point ', 'backs they all looked sleepy so early ', 'toothbrush mustache he looked at us wave ', 'falling but it looked cheerful and clean ', 'very tight we looked at each other ', 'and the trees looked like the double ', 'screamed while they looked down at the ', 'main street and looked in the windows ', 'of the houses looked cold catherine was ', 'hair and catherine looked in the mirror ', 'after five i looked at the station ', 'the window and looked out but could ', 'you inhaled we looked back at the ', 'of the room looked out on a ', 'and garden i looked out at the ', 'first because it looked so strange to ', 'square-cut night-gown that looked as though it ', 'the chair and looked at the floor ', 'i asked and looked in the can ', 'slackened again she looked very tired and ', 'the dial and looked at his watch ', 'the neck i looked in the glass ', 'chair there and looked at the room ', 'a while i looked at my watch ', 'face and i looked through the door ', 'a rail that looked down on the ', 'the lights i looked at catherine the ', 'go in i looked out the window ', 'the hall and looked at the labels ', 'two hands that looked like a freshly ', 'him again he looked upset no i ', 'was dead she looked dead her face ', 'handed things it looked like a drawing ', 'you watch he looked tired i saw ', 'up the incision looked very long you ', 'the side and looked out of the ', 'why the doctor looked so tired but ', 'very softly and looked in i could ', 'opposite side catherine looked at me and ', 'very softly she looked gray youre all ']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41}"
15,across,83,"{3, 4, 6, 134, 8, 262, 266, 267, 271, 146, 150, 23, 24, 151, 282, 283, 289, 36, 165, 301, 46, 47, 53, 54, 183, 184, 185, 58, 60, 317, 62, 191, 320, 321, 195, 196, 201, 206, 207, 209, 210, 211, 212, 217, 90, 218, 224, 225, 100, 117, 245, 250, 127}","['village that looked across the river and ', 'we could look across a valley and ', 'the snow slanted across the wind the ', 'he smiled back across the candle-light dont ', 'dirty i looked across the wire at ', 'and went back across the bridge a ', 'the wounded back across the pontoon bridge ', 'to be brought across the pontoon bridge ', 'smoke that blew across the road the ', 'along the road across the plain and ', 'other side and across under a hill ', 'of the austrians across the river here ', 'one smashed bridge across the river they ', 'outside we ran across the brickyard a ', 'and rifles firing across the river and ', 'us he walked across to the dressing ', 'the blanket-flap went across my face as ', 'were awake talked across the ward the ', 'drew his forefinger across his throat ho ', 'the beam move across the sky and ', 'had taken kuk across from plava and ', 'we could look across the plain and ', 'programmes and walked across the infield and ', 'infield and then across the smooth thick ', 'the wine shop across from the hospital ', 'wine shops then across the market square ', 'theres a hotel across from the station ', 'got out walked across the sidewalk and ', 'out the window across the square were ', 'drink rinaldi went across the room to ', 'croatians came over across the mountain meadows ', 'men that came across the field they ', 'hold a line across the mountains from ', 'october rain and across the river where ', 'i went forward across from it in ', 'way and go across country if we ', 'we could take across country i knew ', 'to try it across country what about ', 'as he ran across the field the ', 'he was far across the field running ', 'lay face down across the road bonello ', 'we could get across there was a ', 'could not get across it was too ', 'able to get across there the path ', 'plain iron bridge across what was usually ', 'hurry and get across before they blow ', 'said and started across the bridge i ', 'and fast ahead across the wet countryside ', 'in the rain across the bridge i ', 'the embankment looking across the rails at ', 'wet plain ahead across the plain was ', 'but we climbed across on what was ', 'toward the town across the low fields ', 'a small branch-road across the fields with ', 'that way and across country toward campoformio ', 'plenty of side-roads across the plain i ', 'because we started across the field bonello ', 'his family ahead across the fields was ', 'was a path across the field crossing ', 'will all get across the river yes ', 'of a mile across and the river ', 'trying to get across as soon as ', 'we were almost across at the far ', 'was no bridge across the river until ', 'i was working across the country from ', 'a long way across the flat plain ', 'row a boat across if i wasnt ', 'of bed and across the floor to ', 'the breakfast tray across my lap dont ', 'villas i rowed across to isola bella ', 'the road and across the road to ', 'the lake were across the lake i ', 'lake widened and across it on the ', 'their carbines slung across their backs they ', 'engine went away across the lake i ', 'and the mountains across the lake on ', 'the woods looking across the valley the ', 'the wind blew across the valley you ', 'could not see across the road it ', 'an iron fence across the street which ', 'rabbit and hurried across the corridor with ', 'the rain falling across the light from ', 'at a table across from an elderly ']","{1, 2, 5, 7, 9, 10, 14, 15, 19, 20, 21, 23, 25, 27, 28, 29, 30, 34, 35, 36, 37, 38, 41}"
16,river,65,"{3, 4, 5, 6, 17, 23, 24, 160, 42, 44, 45, 46, 47, 178, 53, 54, 185, 63, 206, 207, 218, 220, 221, 223, 224, 225, 229}","['looked across the river and the plain ', 'bed of the river there were pebbles ', 'side of the river there was fighting ', 'mists over the river and clouds on ', 'we crossed the river in august and ', 'very fine the river ran behind us ', 'tunnel by the river where the fighting ', 'year up the river the mountains had ', 'mountains beyond the river had been taken ', 'place up the river and the major ', 'would cross the river up above the ', 'as near the river as they could ', 'been up the river to the bridgehead ', 'side of the river it was a ', 'further down the river the austrian trenches ', 'down toward the river left the car ', 'side of the river under the edge ', 'hospitals beyond the river you drive i ', 'then crossed the river cloudy with snow-water ', 'attack up the river that night and ', 'side of the river and as the ', 'i saw the river the water clear ', 'and shallow the river was low and ', 'bridges over the river where tracks turned ', 'line of the river that separated the ', 'could see the river far down below ', 'hill beyond the river the broken houses ', 'ran beside the river the road was ', 'level of the river bank and all ', 'austrians across the river here at the ', 'fire by the river bank there was ', 'bridge across the river they were going ', 'bend of the river the major was ', 'short near the river bank then there ', 'firing across the river and all along ', 'all along the river there was a ', 'they cross the river all right enormously ', 'we crossed the river and i saw ', 'you saw the river yes its high ', 'place on the river where i had ', 'and across the river where the great ', 'led to a river there was a ', 'in sight the river was high and ', 'fallen into the river and the brown ', 'stores along the river bank there was ', 'the ties the river ran muddy and ', 'just up the river was another bridge ', 'noise from the river they were gone ', 'get across the river yes piani said ', 'along the flooded river to the bridge ', 'hold at this river piani said in ', 'across and the river that usually ran ', 'and watched the river now that we ', 'field by the river bank as we ', 'lieutenant-colonel to the river bank he walked ', 'ran for the river my head down ', 'are in a river when the current ', 'banks when the river rose i was ', 'went down the river in a long ', 'and heard the river and the rain ', 'bridge across the river until latisana i ', 'running into the river i went toward ', 'up toward the river i went on ', 'go along the river mouths to the ', 'away in the river along with any ']","{1, 2, 4, 5, 8, 9, 10, 24, 26, 27, 29, 30, 31}"
17,plain,24,"{3, 36, 5, 295, 206, 209, 180, 23, 215, 283, 29, 127}","['river and the plain to the mountains ', 'the leaves the plain was rich with ', 'and beyond the plain the mountains were ', 'victories beyond the plain on the plateau ', 'it was in plain sight i went ', 'one worn in plain sight rinaldi carried ', 'road across the plain and deliver the ', 'look across the plain and see farmhouses ', 'down onto the plain and whipped them ', 'elevation above the plain and we could ', 'was a long plain iron bridge across ', 'stretched the wet plain ahead across the ', 'ahead across the plain was the hill ', 'side-roads across the plain i started down ', 'we were in plain sight along the ', 'out of the plain i came up ', 'crossed the venetian plain it is a ', 'across the flat plain and i thought ', 'to the little plain along the lake ', 'on the narrow plain along the lake ', 'lake was the plain of the rhone ', 'small room with plain wooden walls and ', 'white and the plain of the rhone ', 'bed wearing a plain square-cut night-gown that ']","{1, 2, 5, 6, 7, 37, 38, 20, 26, 29, 30}"
18,mountains,62,"{130, 3, 5, 6, 10, 266, 267, 269, 270, 15, 16, 17, 282, 283, 284, 161, 37, 295, 44, 45, 301, 303, 50, 179, 52, 180, 184, 107, 117, 245, 127}","['plain to the mountains in the bed ', 'the plain the mountains were brown and ', 'fighting in the mountains and at night ', 'in the next mountains beyond and was ', 'handsomely but the mountains beyond it could ', 'fighting in the mountains beyond the town ', 'the river the mountains had not been ', 'none of the mountains beyond the river ', 'hills with the mountains beyond brown mountains ', 'mountains beyond brown mountains with a little ', 'up in the mountains at dressing stations ', 'back from the mountains to the clearing ', 'posts in the mountains and was back ', 'up in the mountains i watched the ', 'to the hartz mountains where were the ', 'were the hartz mountains anyway they were ', 'were the high mountains off to the ', 'two ranges of mountains green and dark ', 'third range of mountains higher snow mountains ', 'mountains higher snow mountains that looked chalky ', 'then there were mountains far off beyond ', 'all the austrians mountains and we had ', 'all the far mountains to-day do you ', 'moving over the mountains there were big ', 'moving on the mountains behind us it ', 'twenties in the mountains i said they ', 'austrians in the mountains with a nose-cap ', 'were plenty of mountains beyond for the ', 'all the highest mountains were beyond on ', 'them in the mountains he would have ', 'ditches and the mountains to the north ', 'and saw the mountains off in the ', 'cut off the mountains we crossed the ', 'raining in the mountains we came into ', 'up in the mountains and four still ', 'along the low mountains that came up ', 'succession of small mountains it was no ', 'depends on the mountains he said look ', 'a succession of mountains were nothing to ', 'on the highest mountains i did not ', 'a war in mountains i had thought ', 'down off the mountains what were you ', 'line across the mountains from monte maggiore ', 'sunlight with the mountains beyond i stood ', 'snowing in the mountains we came along ', 'shore with the mountains behind the rain ', 'the high snow mountains then the clouds ', 'again and the mountains and the lake ', 'foot of the mountains on the other ', 'gap between the mountains on the other ', 'break in the mountains on the right ', 'were protected by mountains that bounded the ', 'up in the mountains are you sleepy ', 'lake and the mountains across the lake ', 'tops of the mountains and the lake ', 'a fishing-boat the mountains were sharp and ', 'two ranges of mountains and up the ', 'valley where the mountains cut it off ', 'fighting in the mountains because the snow ', 'to montreux the mountains on the other ', 'not see the mountains for the clouds ', 'back in the mountains but the spring ']","{1, 2, 3, 4, 34, 36, 7, 8, 9, 37, 38, 39, 17, 19, 20, 24, 26, 27}"
19,bed,139,"{3, 135, 137, 11, 12, 142, 17, 151, 152, 282, 27, 284, 289, 163, 292, 293, 166, 301, 307, 188, 62, 63, 319, 321, 66, 194, 68, 323, 74, 75, 82, 83, 84, 86, 87, 88, 90, 218, 92, 94, 96, 97, 100, 101, 105, 235, 236, 237, 112, 113, 244, 245, 251, 253, 126}","['mountains in the bed of the river ', 'was open my bed was made up ', 'foot of the bed was my flat ', 'on the other bed he woke when ', 'closed on the bed he was good-looking ', 'rising from the bed and slid it ', 'stop nights in bed drunk when you ', 'out of the bed i went to ', 'sitting on the bed with a copy ', 'lying on his bed he looked at ', 'and got into bed in the dark ', 'over the pebbly bed close to the ', 'that made the bed damp and cool ', 'came to each bed in turn three ', 'up out of bed and carried you ', 'water and the bed felt cool and ', 'down over the bed and kissed me ', 'edge of the bed here is the ', 'he slapped the bed with his glove ', 'is under the bed get well soon ', 'being put to bed after early supper ', 'down by the bed on the floor ', 'floor beside the bed i held up ', 'foot of the bed got up and ', 'screen around the bed so you could ', 'up out of bed to carry you ', 'there was a bed and a big ', 'down on the bed i cant put ', 'stood beside the bed holding their caps ', 'table by the bed it was dim ', 'lay on the bed i could see ', 'stood by the bed he had a ', 'cord by the bed and rang it ', 'out in the bed i was careful ', 'over to the bed we havent been ', 'they made the bed with me in ', 'finished making the bed and i lay ', 'vermouth under the bed they left me ', 'i lay in bed and read the ', 'side of the bed when she came ', 'it on the bed table i thanked ', 'stretched out in bed my legs hurt ', 'this in the bed with you she ', 'from under the bed in there too ', 'table beside the bed i rang the ', 'over to the bed hello darling she ', 'side of the bed and leaned over ', 'chair by the bed the door was ', 'lay on the bed in the room ', 'upstairs and in bed again the plates ', 'over to the bed i cant she ', 'of lying in bed i sent the ', 'stood by the bed did you wish ', 'ever stay in bed six months you ', 'wont be in bed all the time ', 'couldnt stay in bed six months you ', 'not be in bed you would first ', 'back to the bed and said it ', 'sat on the bed and the sun ', 'come back to bed catherine please i ', 'come to the bed again all right ', 'end of the bed they were on ', 'and got into bed and sometimes i ', 'i went to bed and when they ', 'sat on the bed and kept very ', 'and come to bed all right ill ', 'sat on the bed in his room ', 'sitting up in bed read boston papers ', 'sitting on the bed and i was ', 'i was in bed with jaundice miss ', 'and a large bed with a satin ', 'sitting on the bed looking at the ', 'fall on the bed whats the matter ', 'over at the bed she was smiling ', 'sat on the bed beside her and ', 'down on the bed and unwrapped my ', 'back on the bed i was tired ', 'lie on the bed with one shoe ', 'lay on the bed and thought about ', 'up on the bed he came over ', 'down on the bed the knee itself ', 'over to the bed kiss me once ', 'asked from the bed i was standing ', 'over to the bed and sat down ', 'down on rinaldis bed the priest sat ', 'on the majors bed bonello said im ', 'thats old fish-faces bed fish-face is nothing ', 'lay on the bed his muddy boots ', 'tenente theres a bed in the majors ', 'back to rinaldis bed and lay down ', 'in the kings bed bonello said he ', 'all be in bed in bed i ', 'in bed in bed i lay me ', 'down my head bed and board stiff ', 'a board in bed catherine was in ', 'catherine was in bed now between two ', 'i in my bed again that my ', 'the wide stony bed far below the ', 'was still in bed and sleepy when ', 'room with a bed beside the wall ', 'chair by the bed simmons sat propped ', 'lay back in bed smoking a cigarette ', 'stepped out of bed stood straight took ', 'a big double bed a letto matrimoniale ', 'sheets and the bed comfortable feeling that ', 'stepped out of bed and across the ', 'had it in bed the november sunlight ', 'get back into bed i feel fine ', 'feel fine in bed a little while ', 'down on the bed and tried to ', 'lovely in the bed would you hand ', 'head of the bed shone on her ', 'go back to bed what is it ', 'side of the bed she was still ', 'sitting up in bed eating breakfast we ', 'we went to bed in the dark ', 'then got into bed as fast as ', 'was lovely in bed with the air ', 'shift the feather bed over very softly ', 'we stayed in bed with the fire ', 'went back to bed and we lay ', 'nuisance in the bed at night i ', 'shadows on the bed from the bars ', 'fixtures the brass bed and the big ', 'lay on the bed and read the ', 'over to the bed no i have ', 'over to the bed all right she ', 'sat on the bed i know im ', 'stayed late in bed on the days ', 'stirring in the bed are you all ', 'and get into bed here is a ', 'in the narrow bed wearing a plain ', 'her in the bed in her room ', 'foot of the bed there was a ', 'stood by the bed it was dark ', 'sitting by the bed and catherines head ', 'side of the bed the doctor was ', 'standing by the bed on the opposite ', 'down over the bed and started to ']","{1, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 25, 27, 28, 30, 32, 33, 34, 35, 37, 38, 40, 41}"
